author_id,author,external_author_id,account_type,account_category,new_june_2018,congress_2017_id,in_congress_2017,in_congress_2018
lalamickyy,lalamickyy,749944000000000000,German,NonEnglish,True,,False,True
LamarMutant,LamarMutant,784022000000000000,?,Unknown,True,,False,True
lana_arina,lana_arina,1948931220,Russian,NonEnglish,True,,False,True
Lance_freed,Lance_freed,2541861960,Koch,Fearmonger,True,,False,True
LanskoyTimofey,LanskoyTimofey,2575281976,Russian,NonEnglish,False,2575281976,True,True
LapinOlegg,LapinOlegg,2559850571,Russian,NonEnglish,False,2559850571,True,True
Lara88Lara88,Lara88Lara88,4491663345,German,NonEnglish,False,4491663345,True,True
LaraHarrrrison,LaraHarrrrison,1681749680,Right,RightTroll,False,1681749680,True,True
lara_kich,lara_kich,2532878081,Russian,NonEnglish,False,2532878081,True,True
LaraPalmer23,LaraPalmer23,1668210535,left,LeftTroll,False,1668210535,True,True
LareelizT,LareelizT,889000000000000000,Right,RightTroll,False,888653096724951040,True,True
larinvika,larinvika,2233326888,Russian,NonEnglish,True,,False,True
Larionovabobspi,Larionovabobspi,2788162002,Russian,NonEnglish,False,2788162002,True,True
larisapyleva,larisapyleva,2447132378,Russian,NonEnglish,True,,False,True
LarsWolflars,LarsWolflars,753000000000000000,German,NonEnglish,False,752799972798627840,True,True
larvin_aiyanna,larvin_aiyanna,1706456846,German,NonEnglish,False,1706456846,True,True
LatteCheek,LatteCheek,2560077130,Russian,NonEnglish,True,,False,True
LauraBaeley,LauraBaeley,1658202894,Right,RightTroll,False,1658202894,True,True
Laura_inson,Laura_inson,2501106006,Right,RightTroll,False,2501106006,True,True
laurel_lorens,laurel_lorens,867702000000000000,?,Unknown,True,,False,True
LaurenBurtons,LaurenBurtons,866000000000000000,?,Unknown,False,866303289293516800,True,True
lavrovkir,lavrovkir,2427021063,Russian,NonEnglish,True,,False,True
LavrovMuesli,LavrovMuesli,2665564544,Russian,NonEnglish,False,2665564544,True,True
LawrenceDddd,LawrenceDddd,1521402865,Right,RightTroll,True,,False,True
lawwaanCtr,lawwaanCtr,890000000000000000,Right,RightTroll,False,890475284507623424,True,True
lazer_Nikit,lazer_Nikit,2527708822,Russian,NonEnglish,False,2527708822,True,True
LazyKStafford,LazyKStafford,2533221819,Right,RightTroll,False,2533221819,True,True
ldm1900,ldm1900,736432440,Russian,NonEnglish,True,,False,True
Leach_4U,Leach_4U,1615093999,?,Unknown,False,1615093999,True,True
LeBLaNcPeTeR_,LeBLaNcPeTeR_,1585023582,Right,RightTroll,False,1585023582,True,True
LeeNilslee,LeeNilslee,750668000000000000,German,NonEnglish,True,,False,True
LeeraTitova,LeeraTitova,2421028365,Russian,NonEnglish,True,,False,True
LehaSerg,LehaSerg,503630378,Russian,NonEnglish,True,,False,True
leimillers,leimillers,890000000000000000,Right,RightTroll,False,889756598498992128,True,True
leipzig_bote,leipzig_bote,871000000000000000,German,NonEnglish,False,870985547363352576,True,True
LelandGraves_,LelandGraves_,1682412506,Right,RightTroll,False,1682412506,True,True
Lena1Sturm,Lena1Sturm,4480605221,German,NonEnglish,False,4480605221,True,True
LenaAkhmetova,LenaAkhmetova,1690116360,Russian,NonEnglish,True,,False,True
lenaBbubble,lenaBbubble,2560097399,Russian,NonEnglish,True,,False,True
lena_berryman,lena_berryman,1708875966,Russian,NonEnglish,True,,False,True
LenaKrasnaya,LenaKrasnaya,2442154222,Russian,NonEnglish,True,,False,True
LenalovesSPb,LenalovesSPb,2407082519,Russian,NonEnglish,True,,False,True
LenaLyo,LenaLyo,2587693546,Russian,NonEnglish,False,2587693546,True,True
LenaShumeico,LenaShumeico,852000000000000000,Russian,NonEnglish,False,852441512797503488,True,True
lena_stuff,lena_stuff,1906315748,Russian,NonEnglish,True,,False,True
leniaivanov,leniaivanov,2415548597,Russian,NonEnglish,True,,False,True
LenkaSpb,LenkaSpb,772006393,Russian,NonEnglish,True,,False,True
lenochkamarkova,lenochkamarkova,2211802500,Russian,NonEnglish,True,,False,True
lenukberuk,lenukberuk,2532601919,Russian,NonEnglish,True,,False,True
leonid_1102,leonid_1102,1647400878,Russian,NonEnglish,False,1647400878,True,True
LeonidBrovkin,LeonidBrovkin,1708751935,Russian,NonEnglish,True,,False,True
Leonid_Zak,Leonid_Zak,2530642395,Russian,NonEnglish,False,2530642395,True,True
LeontevSerega,LeontevSerega,535791711,Russian,NonEnglish,True,,False,True
leracruze,leracruze,2402285183,Russian,NonEnglish,True,,False,True
lerochka_ala,lerochka_ala,2188875102,Russian,NonEnglish,False,2188875102,True,True
LeronVoinik,LeronVoinik,2246294448,Russian,NonEnglish,True,,False,True
LeroyLovesUSA,LeroyLovesUSA,2572058134,Right,RightTroll,False,2572058134,True,True
LeSaveleva,LeSaveleva,2433243754,Russian,NonEnglish,True,,False,True
Leslie_Faulk,Leslie_Faulk,1854911240,Hashtager,HashtagGamer,False,1854911240,True,True
LessMcph,LessMcph,3057120054,Right,RightTroll,False,3057120054,True,True
Leva_Danilov,Leva_Danilov,2530818094,Russian,NonEnglish,False,2530818094,True,True
lexxx_th,lexxx_th,2503206666,Hashtager,HashtagGamer,False,2503206666,True,True
LgbtRally,LgbtRally,743000000000000000,left,LeftTroll,False,743200565174345728,True,True
LGBTuni,LGBTuni,753000000000000000,left,LeftTroll,False,752973172438212608,True,True
lgbtunitedcom,lgbtunitedcom,4856780602,left,LeftTroll,False,4856780602,True,True
lianawister,lianawister,2540466677,Russian,NonEnglish,True,,False,True
LiangBertie,LiangBertie,3090420561,left,LeftTroll,True,,False,True
LidaZiN,LidaZiN,2243065980,Russian,NonEnglish,True,,False,True
LidmilaMA,LidmilaMA,2409594141,Russian,NonEnglish,True,,False,True
lilaastrs,lilaastrs,891000000000000000,Right,RightTroll,False,891281938706726912,True,True
Lila_Gorila,Lila_Gorila,2586251828,Russian,NonEnglish,False,2586251828,True,True
Lil_game_Vip,Lil_game_Vip,2542494446,Russian,NonEnglish,True,,False,True
LililaFin,LililaFin,2430891677,Russian,NonEnglish,True,,False,True
LILJordamn,LILJordamn,1612106972,left,LeftTroll,False,1612106972,True,True
LillyBoggs,LillyBoggs,1692919442,Right,RightTroll,False,1692919442,True,True
Lily_Lew1,Lily_Lew1,868000000000000000,?,Unknown,False,867721508394868736,True,True
LilyLilyhasse,LilyLilyhasse,816000000000000000,German,NonEnglish,False,816278066142019584,True,True
lilyyTYY,lilyyTYY,889000000000000000,Right,RightTroll,False,888634898466185216,True,True
Lin1direction,Lin1direction,2536009512,?,Unknown,True,,False,True
_linaAlina_,_linaAlina_,2527925157,Russian,NonEnglish,True,,False,True
linda_lopaeva,linda_lopaeva,2396599491,Russian,NonEnglish,True,,False,True
lindaschwarz121,lindaschwarz121,751000000000000000,German,NonEnglish,False,750692109166977024,True,True
LindddaaaD,LindddaaaD,2672028011,Right,RightTroll,False,2672028011,True,True
LionovaA,LionovaA,535768182,Russian,NonEnglish,True,,False,True
LirastertTrump,LirastertTrump,870000000000000000,Right,RightTroll,False,869772171962454016,True,True
LisaGrape,LisaGrape,2514695327,Russian,NonEnglish,True,,False,True
lisa_voz,lisa_voz,2433605315,Russian,NonEnglish,True,,False,True
LisichkinJenya,LisichkinJenya,2260506115,Russian,NonEnglish,False,2260506115,True,True
littlebettyy,littlebettyy,1672958089,?,Unknown,False,1672958089,True,True
LittleEbola,LittleEbola,2382322643,Russian,NonEnglish,True,,False,True
LizaHasJust,LizaHasJust,1647896215,Right,RightTroll,False,1647896215,True,True
Liz_zaL_,Liz_zaL_,2532699325,?,Unknown,False,2532699325,True,True
lizzbetTrr,lizzbetTrr,890000000000000000,Right,RightTroll,False,889755465403559936,True,True
Ll0ydTheKing,Ll0ydTheKing,1534458794,Right,RightTroll,False,1534458794,True,True
llaganPo,llaganPo,2398644455,Russian,NonEnglish,False,2398644455,True,True
Lmarinays,Lmarinays,535690498,Russian,NonEnglish,False,535690498,True,True
LNever_mindL,LNever_mindL,2532702733,Koch,Fearmonger,False,2532702733,True,True
lobanov_dmitri,lobanov_dmitri,1708066932,Russian,NonEnglish,True,,False,True
Lobstrik,Lobstrik,785900454,Russian,NonEnglish,True,,False,True
loganloganss,loganloganss,1682033870,Koch,Fearmonger,False,1682033870,True,True
Logan_WhatsUp,Logan_WhatsUp,1661166252,Right,RightTroll,False,1661166252,True,True
Lola_Ayers_,Lola_Ayers_,2496265346,Right,RightTroll,False,2496265346,True,True
LolaPyke,LolaPyke,3084121402,Right,RightTroll,False,3084121402,True,True
LooKAtMeZero,LooKAtMeZero,2734280363,Right,RightTroll,True,,False,True
LoraGreeen,LoraGreeen,2569229674,Hashtager,HashtagGamer,False,2569229674,True,True
LoreenPaolera,LoreenPaolera,3074260430,Right,RightTroll,True,,False,True
lorenaishot,lorenaishot,1526818651,?,Unknown,False,1526818651,True,True
LorettaPJ3,LorettaPJ3,2590329304,Hashtager,HashtagGamer,False,2590329304,True,True
Lorry_Cou,Lorry_Cou,3071873294,left,LeftTroll,True,,False,True
los_losos_,los_losos_,2529000603,Russian,NonEnglish,False,2529000603,True,True
LossdayTr,LossdayTr,889000000000000000,Right,RightTroll,False,888772523818708992,True,True
LossFulp,LossFulp,2410073765,Russian,NonEnglish,True,,False,True
Lou_Galloway,Lou_Galloway,1575587755,Koch,Fearmonger,False,1575587755,True,True
lovelybee_me,lovelybee_me,1673171280,?,Unknown,True,,False,True
lovepizzzzzzza,lovepizzzzzzza,2203008679,Russian,NonEnglish,True,,False,True
lsonSanner,lsonSanner,2458014370,Russian,NonEnglish,True,,False,True
LubomiroB,LubomiroB,2501393589,Russian,NonEnglish,False,2501393589,True,True
LucasStarBrand,LucasStarBrand,2745584733,Hashtager,HashtagGamer,True,,False,True
LuceelysToP,LuceelysToP,871000000000000000,?,Unknown,False,870504511462293504,True,True
luceelyzt56,luceelyzt56,868000000000000000,Spanish,NonEnglish,False,867770661942546432,True,True
Lucky_Lem0n,Lucky_Lem0n,1671197930,Right,RightTroll,False,1671197930,True,True
Lucytrumpttop56,Lucytrumpttop56,869000000000000000,Right,RightTroll,False,869250822152048640,True,True
LuganskNovosti,LuganskNovosti,3049228218,Russian,NonEnglish,True,,False,True
LughHalley,LughHalley,2614933193,Hashtager,HashtagGamer,True,,False,True
LuisasaGross,LuisasaGross,4480827082,German,NonEnglish,False,4480827082,True,True
LuisStockberg,LuisStockberg,753000000000000000,German,NonEnglish,False,752871189404680192,True,True
_Lukas_Briggs_,_Lukas_Briggs_,2600485541,Right,RightTroll,False,2600485541,True,True
lukas_rosler,lukas_rosler,717000000000000000,German,NonEnglish,False,716919079597182976,True,True
Luke_rubia,Luke_rubia,2534373547,Koch,Fearmonger,False,2534373547,True,True
LuscbelysT,LuscbelysT,889000000000000000,Right,RightTroll,False,888651948458741760,True,True
lusovat,lusovat,1239698064,Russian,NonEnglish,True,,False,True
LuzMarTrumppT,LuzMarTrumppT,871000000000000000,Right,RightTroll,False,870528531083792384,True,True
LvivYes,LvivYes,855000000000000000,Russian,NonEnglish,False,854661303398477824,True,True
LyndaWKing,LyndaWKing,2620098761,Hashtager,HashtagGamer,True,,False,True
LynsRodriguez,LynsRodriguez,1497280638,Hashtager,HashtagGamer,False,1497280638,True,True
LysikVinkova,LysikVinkova,2579089021,Russian,NonEnglish,False,2579089021,True,True
Mable_Landry,Mable_Landry,1525692421,left,LeftTroll,False,1525692421,True,True
MacneillToni,MacneillToni,3084693017,Right,RightTroll,False,3084693017,True,True
Mad_Benjami,Mad_Benjami,1665335473,?,Unknown,False,1665335473,True,True
MadiadaTrT,MadiadaTrT,889000000000000000,Right,RightTroll,False,888630494434385920,True,True
MadlenCrazy,MadlenCrazy,2422277055,Russian,NonEnglish,True,,False,True
madlen_jeenes,madlen_jeenes,1708580652,Russian,NonEnglish,False,1708580652,True,True
MagdeburgBote,MagdeburgBote,854000000000000000,German,NonEnglish,False,854016072059682816,True,True
magiCatSaly,magiCatSaly,2514821613,Russian,NonEnglish,False,2514821613,True,True
MagicMagicWand,MagicMagicWand,1681912027,Right,RightTroll,False,1681912027,True,True
MahaffeySusann,MahaffeySusann,4440341778,?,Unknown,False,4440341778,True,True
Mah_elNaf,Mah_elNaf,3074592422,Arabic,NonEnglish,False,3074592422,True,True
MahmoudAssibayi,MahmoudAssibayi,2182402236,Russian,NonEnglish,True,,False,True
mahmudramimah1,mahmudramimah1,3937129769,German,NonEnglish,False,3937129769,True,True
main_igor,main_igor,2429256412,Russian,NonEnglish,True,,False,True
MainzBote,MainzBote,854000000000000000,German,NonEnglish,False,853884346918424576,True,True
maisurganim,maisurganim,2499096967,Russian,NonEnglish,False,2499096967,True,True
majority405,majority405,762000000000000000,Russian,NonEnglish,False,762410860480454656,True,True
MakarGuitar,MakarGuitar,2540608533,Russian,NonEnglish,False,2540608533,True,True
makarovsen,makarovsen,2424983951,Russian,NonEnglish,False,2424983951,True,True
MakaylaButler13,MakaylaButler13,889000000000000000,Right,RightTroll,False,888650616104464384,True,True
makehass,makehass,855000000000000000,German,NonEnglish,False,855460995954860032,True,True
MaksBlaginin,MaksBlaginin,2519634855,Russian,NonEnglish,False,2519634855,True,True
Maks_Dunay,Maks_Dunay,2568890319,Russian,NonEnglish,False,2568890319,True,True
maksimkovalev15,maksimkovalev15,3091173197,Russian,NonEnglish,False,3091173197,True,True
Maks_Osipov_,Maks_Osipov_,2541212541,Russian,NonEnglish,False,2541212541,True,True
maks___trava,maks___trava,2560428459,Russian,NonEnglish,False,2560428459,True,True
malikalmurad12,malikalmurad12,3972111555,?,Unknown,False,3972111555,True,True
Malka_Esss,Malka_Esss,1696486826,?,Unknown,False,1696486826,True,True
MallBowen,MallBowen,1679627444,Right,RightTroll,False,1679627444,True,True
MalloryJared,MalloryJared,1659549972,left,LeftTroll,False,1659549972,True,True
malnoches,malnoches,2516320984,Russian,NonEnglish,True,,False,True
malte_oswalt,malte_oswalt,716894000000000000,German,NonEnglish,True,,False,True
malte_ross,malte_ross,753000000000000000,German,NonEnglish,False,752857543916056576,True,True
Mama_Russland,Mama_Russland,2589717649,Russian,NonEnglish,False,2589717649,True,True
mandarinkaEfim,mandarinkaEfim,2253394196,Russian,NonEnglish,True,,False,True
Manddsysgoss,Manddsysgoss,889000000000000000,Right,RightTroll,False,888755013924913152,True,True
Mandy9Stevens,Mandy9Stevens,1534204219,Right,RightTroll,False,1534204219,True,True
manuelkrosss,manuelkrosss,753000000000000000,German,NonEnglish,False,753138368096112640,True,True
Manzal_,Manzal_,201334945,Russian,NonEnglish,True,,False,True
Manzolevsky,Manzolevsky,828579000000000000,Russian,NonEnglish,True,,False,True
MaorBrightie,MaorBrightie,3098660882,Right,RightTroll,True,,False,True
MaratGafvv,MaratGafvv,2559882755,Russian,NonEnglish,False,2559882755,True,True
MaratKalyashin,MaratKalyashin,2521204587,Russian,NonEnglish,False,2521204587,True,True
March_for_Trump,March_for_Trump,737000000000000000,Right,RightTroll,False,737420000043139072,True,True
MargarethKurz,MargarethKurz,753000000000000000,German,NonEnglish,False,753214907823382528,True,True
margaretmoar,margaretmoar,1862095723,Right,RightTroll,False,1862095723,True,True
MargaritaShiraz,MargaritaShiraz,3084377567,Right,RightTroll,False,3084377567,True,True
Margie__G,Margie__G,1647337879,Right,RightTroll,False,1647337879,True,True
margoberoeva,margoberoeva,2431598206,Russian,NonEnglish,False,2431598206,True,True
MargoSavazh,MargoSavazh,471868887,Russian,NonEnglish,False,471868887,True,True
margoveller,margoveller,1707679812,Russian,NonEnglish,True,,False,True
mariaberstein,mariaberstein,716876000000000000,German,NonEnglish,True,,False,True
MariahRooose,MariahRooose,2498046846,Right,RightTroll,False,2498046846,True,True
MariaKokoshkina,MariaKokoshkina,867000000000000000,?,Unknown,False,867023414082404352,True,True
mariaLopTrump,mariaLopTrump,870000000000000000,Right,RightTroll,False,869770503531180032,True,True
MariaLuigi5,MariaLuigi5,838756000000000000,Italian,NonEnglish,True,,False,True
MariaNeuberg1,MariaNeuberg1,750000000000000000,German,NonEnglish,False,749931338573250560,True,True
mariaofsteel,mariaofsteel,1713309902,left,LeftTroll,True,,False,True
MariaTRUMPt,MariaTRUMPt,871000000000000000,Right,RightTroll,False,870500630464299008,True,True
mariecarlllos,mariecarlllos,866000000000000000,Right,RightTroll,False,865607664620847104,True,True
MarijaKashirina,MarijaKashirina,3079380347,Russian,NonEnglish,False,3079380347,True,True
marijakrylova,marijakrylova,3092323815,Russian,NonEnglish,False,3092323815,True,True
MarijaLabusheva,MarijaLabusheva,3091231438,Russian,NonEnglish,False,3091231438,True,True
mari_marirus,mari_marirus,2482049354,Russian,NonEnglish,True,,False,True
MarinaReman,MarinaReman,2233421790,Russian,NonEnglish,True,,False,True
Mario_Co_way,Mario_Co_way,1645918500,left,LeftTroll,True,,False,True
marirlTr,marirlTr,890000000000000000,Right,RightTroll,False,889761318584168448,True,True
MarishaSergeeva,MarishaSergeeva,2571074866,Russian,NonEnglish,True,,False,True
marisha_zu,marisha_zu,1711630442,Russian,NonEnglish,True,,False,True
MarissaImStrong,MarissaImStrong,1681425248,Right,RightTroll,False,1681425248,True,True
marissprt,marissprt,891000000000000000,Right,RightTroll,False,891147662384410624,True,True
_Mark__B,_Mark__B,2238563846,Russian,NonEnglish,False,2238563846,True,True
markberer,markberer,749926000000000000,German,NonEnglish,True,,False,True
Markinconssupta,Markinconssupta,2786149831,Russian,NonEnglish,False,2786149831,True,True
MarkinGrig,MarkinGrig,2535304361,Russian,NonEnglish,False,2535304361,True,True
MarkMcGregory,MarkMcGregory,2505369403,Right,RightTroll,False,2505369403,True,True
markosvines,markosvines,3084352414,left,LeftTroll,True,,False,True
MarkusEichel,MarkusEichel,753125000000000000,German,NonEnglish,True,,False,True
Marla_Xtian,Marla_Xtian,866000000000000000,?,Unknown,False,865625997478993920,True,True
marlenizzTrT,marlenizzTrT,889000000000000000,Right,RightTroll,False,888663206079717376,True,True
Marley_Shn,Marley_Shn,2533853996,Koch,Fearmonger,False,2533853996,True,True
marmarsch1,marmarsch1,753000000000000000,German,NonEnglish,False,752762716079681536,True,True
MarrinaBerezka,MarrinaBerezka,2385425377,Russian,NonEnglish,True,,False,True
marrissatrr,marrissatrr,891000000000000000,Right,RightTroll,False,890527896024080384,True,True
Marrr_Raven,Marrr_Raven,2494467288,Russian,NonEnglish,True,,False,True
martinaFff,martinaFff,3070610491,Right,RightTroll,True,,False,True
Martines_tweets,Martines_tweets,1651664400,Koch,Fearmonger,False,1651664400,True,True
MartinIvine,MartinIvine,1532157468,Right,RightTroll,False,1532157468,True,True
martin_s32,martin_s32,753000000000000000,German,NonEnglish,False,752785877286387712,True,True
Martynov_Nik,Martynov_Nik,868000000000000000,?,Unknown,False,867727549727596544,True,True
MaryCarry92,MaryCarry92,1551353520,?,Unknown,False,1551353520,True,True
Mary_Giber,Mary_Giber,535666492,Russian,NonEnglish,False,535666492,True,True
MaryGolyberva,MaryGolyberva,762033116,Russian,NonEnglish,True,,False,True
marykisileva,marykisileva,2469288407,Russian,NonEnglish,True,,False,True
mary_mary_artem,mary_mary_artem,2499053930,Russian,NonEnglish,True,,False,True
MaryMozhaiskaya,MaryMozhaiskaya,2721995401,Russian,NonEnglish,False,2721995401,True,True
Maschberg,Maschberg,4447570540,German,NonEnglish,False,4447570540,True,True
MashaAstahova,MashaAstahova,2517345959,Russian,NonEnglish,False,2517345959,True,True
MashaDurova,MashaDurova,2535048238,Russian,NonEnglish,True,,False,True
mashaemyasheva,mashaemyasheva,1708997822,Russian,NonEnglish,False,,False,True
MashaKrasno,MashaKrasno,2516570889,Russian,NonEnglish,True,,False,True
mashki_mashki,mashki_mashki,2246340168,Russian,NonEnglish,True,,False,True
mashulya_1994,mashulya_1994,2560466283,Russian,NonEnglish,True,,False,True
MatEvidence,MatEvidence,3197151086,news,NewsFeed,False,3197151086,True,True
MatEvidenceArab,MatEvidenceArab,4061353193,Arabic,NonEnglish,False,4061353193,True,True
MatEvidenceDEU,MatEvidenceDEU,3948328155,German,NonEnglish,False,3948328155,True,True
MatEvidenceRU,MatEvidenceRU,3259934997,Russian,NonEnglish,False,3259934997,True,True
MatiSquarePants,MatiSquarePants,1660145814,?,Unknown,True,,False,True
matthew1stacey,matthew1stacey,1511300990,Right,RightTroll,True,,False,True
Mavlanov_Kostya,Mavlanov_Kostya,2407117719,Russian,NonEnglish,False,2407117719,True,True
MaxDementiev,MaxDementiev,2808833544,Russian,NonEnglish,False,2808833544,True,True
maxfritzz,maxfritzz,749880000000000000,German,NonEnglish,True,,False,True
MaxGubanov,MaxGubanov,2542617785,Russian,NonEnglish,False,2542617785,True,True
Maxim_arhip,Maxim_arhip,2187544560,Russian,NonEnglish,False,2187544560,True,True
maximgaron1,maximgaron1,3906961827,French,NonEnglish,False,3906961827,True,True
MaxSundukov,MaxSundukov,2561630973,Russian,NonEnglish,False,2561630973,True,True
MaxyAsta,MaxyAsta,1712463949,Russian,NonEnglish,False,1712463949,True,True
mayers_stefany,mayers_stefany,867000000000000000,?,Unknown,False,867369383106105344,True,True
mayluusstr,mayluusstr,890000000000000000,Right,RightTroll,False,890467190402686976,True,True
maymaymyy,maymaymyy,1654347974,left,LeftTroll,False,1654347974,True,True
Mays_Arielle,Mays_Arielle,868000000000000000,?,Unknown,False,867722149984862208,True,True
mbrownhere,mbrownhere,3308949087,left,LeftTroll,False,3308949087,True,True
mdegorov,mdegorov,3092355587,Russian,NonEnglish,False,3092355587,True,True
Mechtateli_,Mechtateli_,890000000000000000,Russian,NonEnglish,False,890237781737435136,True,True
med_Harley,med_Harley,2563075183,Russian,NonEnglish,False,2563075183,True,True
medvediha777,medvediha777,2586592306,Russian,NonEnglish,True,,False,True
MeggieMckenzie,MeggieMckenzie,2536133791,Hashtager,HashtagGamer,False,2536133791,True,True
MeggieONeil1625965398,MeggieONeil,1625965398,Hashtager,HashtagGamer,False,1625965398,True,True
MeggieONeil97335028,MeggieONeil,97335028,Hashtager,HashtagGamer,False,1625965398,True,True
melanymelanin,melanymelanin,1655194147,left,LeftTroll,False,1655194147,True,True
MelissaYesIam,MelissaYesIam,1645994059,Koch,Fearmonger,False,1645994059,True,True
MellyBarton,MellyBarton,1644284090,Right,RightTroll,False,1644284090,True,True
MelvinSRoberts,MelvinSRoberts,1727482238,Hashtager,HashtagGamer,False,1727482238,True,True
memarinago,memarinago,2425081712,Russian,NonEnglish,True,,False,True
Memizis,Memizis,528571696,Russian,NonEnglish,False,528571696,True,True
MeMyselfHailey,MeMyselfHailey,1691269447,?,Unknown,True,,False,True
MeOfTheWorld,MeOfTheWorld,3071753904,Right,RightTroll,True,,False,True
MeredithWohl,MeredithWohl,3085150283,Right,RightTroll,False,3085150283,True,True
merMacie,merMacie,2427144293,Russian,NonEnglish,False,2427144293,True,True
MetroJoke,MetroJoke,2525801482,Russian,NonEnglish,False,2525801482,True,True
MetsTheBest,MetsTheBest,1676167842,Right,RightTroll,False,1676167842,True,True
MhSergeev,MhSergeev,2411847113,Russian,NonEnglish,True,,False,True
miaonsea,miaonsea,1654629176,Right,RightTroll,False,1654629176,True,True
MichAtlas,MichAtlas,2416243247,Russian,NonEnglish,True,,False,True
MichelleArry,MichelleArry,1690487623,Right,RightTroll,False,1690487623,True,True
MicParrish,MicParrish,1664241739,Right,RightTroll,False,1664241739,True,True
Mic_Reeze,Mic_Reeze,2466438188,Koch,Fearmonger,False,2466438188,True,True
MidEastView,MidEastView,3900319276,Arabic,NonEnglish,False,3900319276,True,True
mignatiev1,mignatiev1,852000000000000000,Russian,NonEnglish,False,852477555999375360,True,True
MihaDub,MihaDub,2260693184,Russian,NonEnglish,False,2260693184,True,True
MihailBugrov,MihailBugrov,2260213177,Russian,NonEnglish,True,,False,True
mihailkuznetzo1,mihailkuznetzo1,3091268752,Russian,NonEnglish,False,3091268752,True,True
mihanovikov,mihanovikov,2574715662,Russian,NonEnglish,False,2574715662,True,True
Miha_Plet,Miha_Plet,2509951919,Russian,NonEnglish,False,2509951919,True,True
MihaStoporenco,MihaStoporenco,852000000000000000,Russian,NonEnglish,False,852444238252040192,True,True
MihGorbunov,MihGorbunov,2269840387,Russian,NonEnglish,False,2269840387,True,True
mihhblack,mihhblack,4556403792,German,NonEnglish,False,4556403792,True,True
mikapavilainen,mikapavilainen,788000000000000000,Ukranian,NonEnglish,False,788091861634285568,True,True
MikkyRurk,MikkyRurk,2578327831,Russian,NonEnglish,False,2578327831,True,True
Mil0Blake,Mil0Blake,3084360275,Right,RightTroll,False,3084360275,True,True
MilaGenina,MilaGenina,2593469173,Russian,NonEnglish,True,,False,True
MilagrosVeve,MilagrosVeve,1673479519,?,Unknown,False,1673479519,True,True
MilanaDur,MilanaDur,2541113296,Russian,NonEnglish,True,,False,True
mila_nord,mila_nord,2259654865,Russian,NonEnglish,True,,False,True
MilenaKross,MilenaKross,866000000000000000,?,Unknown,False,865623859654926336,True,True
milena_NIHAO,milena_NIHAO,2237122471,Russian,NonEnglish,True,,False,True
MilenaRuineva,MilenaRuineva,2514078700,Russian,NonEnglish,True,,False,True
MiliMillennium,MiliMillennium,2577151334,Russian,NonEnglish,False,2577151334,True,True
MilMilMila_,MilMilMila_,2526052503,Russian,NonEnglish,True,,False,True
milorudenko,milorudenko,2425643915,Russian,NonEnglish,False,2425643915,True,True
MiloshaMilo,MiloshaMilo,2536837665,Russian,NonEnglish,False,2536837665,True,True
MilwaukeeVoice,MilwaukeeVoice,3085226356,local,NewsFeed,False,3085226356,True,True
MiniakinAndrew,MiniakinAndrew,2572071226,Russian,NonEnglish,False,2572071226,True,True
MinneapolisON,MinneapolisON,2587474264,local,NewsFeed,False,2587474264,True,True
mirpolitica,mirpolitica,3472775609,Russian,NonEnglish,False,3472775609,True,True
Misha_Byianov,Misha_Byianov,1905201950,Russian,NonEnglish,True,,False,True
MishaGerbenev,MishaGerbenev,2451689848,Russian,NonEnglish,True,,False,True
Misha_Lopik,Misha_Lopik,2449779611,Russian,NonEnglish,False,2449779611,True,True
Misha_Prokf,Misha_Prokf,2247666253,Russian,NonEnglish,False,2247666253,True,True
mishka_bagirov,mishka_bagirov,1647406536,Russian,NonEnglish,False,1647406536,True,True
missLililover,missLililover,2421351117,Russian,NonEnglish,True,,False,True
MissNadille,MissNadille,2254290174,Russian,NonEnglish,True,,False,True
MissouriNewsUS,MissouriNewsUS,4208754922,Right,RightTroll,False,4208754922,True,True
MisterBridges_,MisterBridges_,1676451979,?,Unknown,False,1676451979,True,True
Mitch_llLynch,Mitch_llLynch,1647234780,Koch,Fearmonger,False,1647234780,True,True
mmmaaaashu,mmmaaaashu,2508043659,Russian,NonEnglish,False,2508043659,True,True
mmmdarya,mmmdarya,764000000000000000,Russian,NonEnglish,False,763665363154399232,True,True
Mmorenok,Mmorenok,1864237830,Right,RightTroll,False,1864237830,True,True
Moda_Barina,Moda_Barina,2533095573,Russian,NonEnglish,False,2533095573,True,True
MogilevSeichas,MogilevSeichas,855000000000000000,Russian,NonEnglish,False,854697864454393856,True,True
Moi_Brest,Moi_Brest,854000000000000000,Russian,NonEnglish,False,854407883961892864,True,True
mojoyoman,mojoyoman,1677118110,Right,RightTroll,False,1677118110,True,True
Mom_0f_Twins,Mom_0f_Twins,1648060286,Right,RightTroll,True,,False,True
_mommymila_,_mommymila_,2413356269,Russian,NonEnglish,True,,False,True
MoneyForm,MoneyForm,3243189690,Right,RightTroll,True,3243189690,True,True
Moniquex787,Moniquex787,868000000000000000,Spanish,NonEnglish,False,868095987822231552,True,True
MonMonica23,MonMonica23,2567247376,Hashtager,HashtagGamer,False,2567247376,True,True
Morozovaliglibd,Morozovaliglibd,2785372374,Russian,NonEnglish,False,2785372374,True,True
Morrgassstr,Morrgassstr,889000000000000000,Right,RightTroll,False,888753654316118016,True,True
